percentage,count
0.0,11034
0.2702702702702703,1
0.2762430939226519,1
0.2976190476190476,1
0.31545741324921134,1
0.3194888178913738,1
0.33557046979865773,1
0.33783783783783783,1
0.4016064257028112,1
0.40404040404040403,1
0.42016806722689076,1
0.43010752688172044,1
0.4716981132075472,1
0.49261083743842365,1
0.5181347150259068,1
0.5291005291005291,1
0.5747126436781609,1
0.5813953488372093,1
0.5988023952095809,1
0.6172839506172839,1
0.628930817610063,1
0.6472491909385114,1
0.6535947712418301,1
0.6622516556291391,1
0.6756756756756757,1
0.7042253521126761,1
0.7434944237918215,1
0.7604562737642585,1
0.7692307692307693,1
0.7722007722007722,1
0.7751937984496124,1
0.7874015748031495,1
0.8547008547008548,1
0.8595988538681949,1
0.8849557522123894,1
0.8928571428571428,2
0.9259259259259258,1
0.9389671361502347,1
0.9523809523809524,1
0.9689922480620154,1
0.9708737864077669,1
0.9900990099009901,1
1.0,1
1.06951871657754,1
1.098901098901099,1
1.1111111111111112,3
1.1235955056179776,1
1.1428571428571428,2
1.1494252873563218,2
1.1627906976744187,2
1.2048192771084338,1
1.2195121951219512,1
1.2658227848101267,2
1.2704174228675136,1
1.282051282051282,1
1.3157894736842104,2
1.342281879194631,1
1.36986301369863,1
1.4035087719298245,1
1.4084507042253522,1
1.4492753623188406,2
1.4634146341463417,1
1.4925373134328357,1
1.507537688442211,1
1.5151515151515151,1
1.5384615384615385,2
1.5625,1
1.5873015873015872,2
1.6129032258064515,1
1.6260162601626018,1
1.6483516483516485,1
1.6666666666666667,1
1.7241379310344827,1
1.744186046511628,1
1.7467248908296942,1
1.7543859649122806,1
1.7857142857142856,1
1.8181818181818181,3
1.8518518518518516,1
1.8867924528301887,2
1.893939393939394,2
1.9047619047619049,1
1.9230769230769231,4
1.9607843137254901,1
1.9801980198019802,1
2.0,1
2.0100502512562812,1
2.0202020202020203,1
2.027027027027027,1
2.0408163265306123,2
2.083333333333333,1
2.1052631578947367,1
2.127659574468085,1
2.1739130434782608,1
2.19435736677116,1
2.211690363349131,1
2.21606648199446,1
2.272727272727273,3
2.3166023166023164,1
2.3255813953488373,3
2.380952380952381,4
2.4,2
2.43161094224924,1
2.4390243902439024,5
2.4691358024691357,1
2.5,5
2.5316455696202533,1
2.5423728813559325,1
2.5510204081632653,1
2.564102564102564,1
2.5974025974025974,1
2.631578947368421,4
2.7027027027027026,3
2.7559055118110236,1
2.7777777777777777,5
2.8368794326241136,1
2.857142857142857,3
2.898550724637681,1
2.941176470588235,2
2.9702970297029703,1
2.9850746268656714,2
3.0303030303030303,2
3.041144901610018,1
3.0864197530864197,1
3.1055900621118013,1
3.125,1
3.225806451612903,2
3.278688524590164,1
3.296703296703297,1
3.3333333333333335,4
3.4482758620689653,6
3.524229074889868,1
3.571428571428571,5
3.6036036036036037,1
3.614457831325301,1
3.6363636363636362,1
3.65296803652968,1
3.7037037037037033,6
3.731343283582089,1
3.8461538461538463,9
3.896103896103896,1
3.90625,1
3.9215686274509802,2
3.932584269662921,1
3.9473684210526314,1
4.0,5
4.026845637583892,1
4.081632653061225,2
4.10958904109589,1
4.166666666666666,13
4.225352112676056,1
4.285714285714286,1
4.316546762589928,1
4.3478260869565215,5
4.444444444444445,1
4.477611940298507,1
4.545454545454546,8
4.597701149425287,1
4.615384615384616,1
4.724409448818897,1
4.761904761904762,10
4.819277108433735,1
4.838709677419355,1
4.878048780487805,1
5.0,16
5.084745762711865,1
5.194805194805195,1
5.263157894736842,16
5.329153605015674,1
5.371900826446281,1
5.405405405405405,4
5.47945205479452,1
5.524861878453039,1
5.555555555555555,20
5.660377358490567,2
5.714285714285714,2
5.737704918032787,1
5.769230769230769,1
5.785123966942149,1
5.88235294117647,14
5.932203389830509,1
5.970149253731343,1
6.0,1
6.0606060606060606,5
6.122448979591836,2
6.179775280898876,1
6.25,18
6.329113924050633,1
6.349206349206349,1
6.382978723404255,2
6.422018348623854,1
6.451612903225806,6
6.493506493506493,1
6.521739130434782,2
6.557377049180328,1
6.60377358490566,1
6.666666666666667,26
6.741573033707865,1
6.779661016949152,1
6.8181818181818175,1
6.8493150684931505,1
6.862745098039216,1
6.896551724137931,5
6.944444444444445,1
6.976744186046512,1
7.017543859649122,1
7.142857142857142,25
7.194244604316546,1
7.317073170731707,2
7.352941176470589,1
7.4074074074074066,6
7.462686567164178,1
7.5,2
7.526881720430108,1
7.627118644067797,1
7.6923076923076925,25
7.777777777777778,1
7.894736842105263,1
7.971014492753622,1
8.0,4
8.16326530612245,1
8.333333333333332,52
8.695652173913043,8
8.771929824561402,1
8.88888888888889,1
9.090909090909092,40
9.210526315789473,1
9.30232558139535,2
9.375,5
9.523809523809524,10
9.574468085106384,1
9.67741935483871,2
10.0,54
10.204081632653061,1
10.236220472440944,1
10.256410256410255,1
10.526315789473683,6
10.714285714285714,2
10.75268817204301,2
10.869565217391305,1
10.909090909090908,1
10.948905109489052,1
11.11111111111111,64
11.475409836065573,1
11.538461538461538,3
11.627906976744185,1
11.711711711711711,1
11.76470588235294,7
11.904761904761903,1
12.0,5
12.121212121212121,1
12.32876712328767,1
12.371134020618557,1
12.5,74
12.903225806451612,1
13.043478260869565,3
13.157894736842104,1
13.333333333333334,16
13.793103448275861,1
14.000000000000002,1
14.285714285714285,109
14.432989690721648,1
15.0,6
15.09433962264151,1
15.131578947368421,1
15.384615384615385,12
15.789473684210526,5
15.873015873015872,1
15.942028985507244,1
16.129032258064516,1
16.666666666666664,125
17.391304347826086,5
17.647058823529413,7
17.857142857142858,2
18.181818181818183,11
18.421052631578945,1
18.51851851851852,1
18.75,4
18.91891891891892,2
19.230769230769234,1
20.0,149
20.51282051282051,1
20.689655172413794,1
20.833333333333336,1
21.052631578947366,2
21.21212121212121,2
21.428571428571427,4
21.73913043478261,1
21.951219512195124,1
22.22222222222222,15
22.641509433962266,1
22.972972972972975,1
23.076923076923077,2
23.52941176470588,3
24.137931034482758,1
25.0,222
26.666666666666668,1
27.27272727272727,8
27.77777777777778,2
28.57142857142857,28
29.411764705882355,1
30.0,5
30.76923076923077,1
31.25,3
33.33333333333333,283
35.714285714285715,2
36.36363636363637,2
37.5,2
38.46153846153847,1
40.0,36
42.30769230769231,1
42.857142857142854,6
44.44444444444444,1
50.0,515
53.333333333333336,1
55.55555555555556,1
57.14285714285714,2
60.0,5
62.5,1
66.66666666666666,46
75.0,4
100.0,846
