percentage,count
0.0,53026
0.06609385327164573,1
0.11806375442739078,1
0.1277139208173691,1
0.128783000643915,1
0.12919896640826875,1
0.14184397163120568,1
0.14892032762472077,1
0.1510574018126888,1
0.15923566878980894,1
0.1606425702811245,1
0.16366612111292964,1
0.16420361247947454,1
0.16835016835016833,1
0.17574692442882248,1
0.18726591760299627,1
0.18761726078799248,1
0.1937984496124031,1
0.19801980198019803,1
0.20533880903490762,1
0.2074688796680498,1
0.2079002079002079,1
0.211864406779661,1
0.21231422505307856,1
0.21321961620469082,1
0.21505376344086022,1
0.22075055187637968,1
0.22123893805309736,1
0.22988505747126436,1
0.23201856148491878,1
0.24813895781637718,1
0.2570694087403599,1
0.25773195876288657,1
0.26109660574412535,1
0.2702702702702703,1
0.273972602739726,1
0.2808988764044944,1
0.2812939521800281,1
0.2840909090909091,1
0.2869440459110474,1
0.29027576197387517,1
0.2932551319648094,1
0.2976190476190476,1
0.301659125188537,1
0.3058103975535168,2
0.3115264797507788,2
0.3125,1
0.3194888178913738,1
0.31982942430703626,1
0.32573289902280134,2
0.33112582781456956,1
0.33557046979865773,1
0.33783783783783783,2
0.3389830508474576,1
0.3401360544217687,1
0.35335689045936397,1
0.3597122302158274,1
0.36363636363636365,1
0.3663003663003663,1
0.3676470588235294,1
0.3710575139146568,1
0.3731343283582089,1
0.37593984962406013,2
0.38022813688212925,1
0.38314176245210724,1
0.39215686274509803,1
0.3952569169960474,1
0.398406374501992,2
0.4032258064516129,1
0.41067761806981523,1
0.4132231404958678,1
0.41459369817578773,1
0.4149377593360996,1
0.42016806722689076,2
0.4273504273504274,1
0.43478260869565216,1
0.43668122270742354,1
0.44150110375275936,1
0.4424778761061947,1
0.4464285714285714,1
0.4484304932735426,1
0.45045045045045046,2
0.4514672686230248,1
0.45454545454545453,1
0.45662100456621,1
0.4629629629629629,1
0.46728971962616817,1
0.4694835680751174,1
0.4716981132075472,1
0.48426150121065376,1
0.487012987012987,1
0.49019607843137253,1
0.49261083743842365,1
0.49627791563275436,1
0.5076142131979695,2
0.5102040816326531,2
0.5119453924914675,1
0.5128205128205128,2
0.5141388174807198,1
0.5263157894736842,2
0.528169014084507,1
0.5291005291005291,1
0.5298013245033113,1
0.53475935828877,2
0.5434782608695652,1
0.546448087431694,1
0.5592841163310962,1
0.5602240896358543,1
0.5747126436781609,2
0.5813953488372093,2
0.591715976331361,1
0.5952380952380952,3
0.6024096385542169,1
0.6153846153846154,1
0.6172839506172839,3
0.625,2
0.6349206349206349,1
0.6369426751592357,2
0.6472491909385114,1
0.6493506493506493,3
0.6514657980456027,1
0.6535947712418301,1
0.6557377049180327,1
0.6578947368421052,1
0.6622516556291391,3
0.6644518272425249,1
0.6711409395973155,2
0.6734006734006733,1
0.6756756756756757,2
0.6802721088435374,1
0.6825938566552902,2
0.684931506849315,2
0.6896551724137931,1
0.6944444444444444,1
0.6993006993006993,1
0.7017543859649122,1
0.7042253521126761,2
0.7092198581560284,2
0.7142857142857143,1
0.7246376811594203,1
0.7352941176470588,1
0.7462686567164178,2
0.7490636704119851,2
0.7547169811320755,1
0.7575757575757576,3
0.7604562737642585,1
0.7633587786259541,3
0.7731958762886598,1
0.7751937984496124,1
0.78125,3
0.7936507936507936,1
0.8,1
0.8053691275167786,1
0.8064516129032258,4
0.8130081300813009,1
0.8174386920980926,1
0.8183306055646482,1
0.8264462809917356,1
0.8333333333333334,1
0.8403361344537815,2
0.847457627118644,2
0.8547008547008548,2
0.8576329331046313,1
0.8620689655172413,2
0.8645533141210375,1
0.8695652173913043,1
0.8771929824561403,1
0.881057268722467,1
0.8849557522123894,3
0.8888888888888888,1
0.8928571428571428,5
0.8982035928143712,1
0.9009009009009009,2
0.911854103343465,1
0.9174311926605505,3
0.9345794392523363,4
0.9433962264150944,3
0.9523809523809524,1
0.9569377990430622,1
0.9615384615384616,1
0.966183574879227,1
0.9689922480620154,1
0.9708737864077669,4
0.9744214372716199,1
0.975609756097561,1
0.9779951100244498,1
0.9852216748768473,1
0.9900990099009901,3
0.9925558312655087,1
1.0,2
1.0075566750629723,1
1.0101010101010102,4
1.015228426395939,1
1.0266940451745379,1
1.0309278350515463,3
1.0362694300518136,1
1.0416666666666665,5
1.0514018691588785,1
1.0526315789473684,3
1.0638297872340425,5
1.06951871657754,3
1.0752688172043012,2
1.0810810810810811,2
1.0869565217391304,4
1.090909090909091,1
1.098901098901099,3
1.1049723756906076,1
1.1111111111111112,2
1.1173184357541899,1
1.1235955056179776,1
1.13314447592068,1
1.1363636363636365,2
1.1378002528445006,1
1.1428571428571428,2
1.146131805157593,1
1.1494252873563218,4
1.1560693641618496,2
1.1627906976744187,2
1.1673151750972763,1
1.1764705882352942,4
1.1869436201780417,1
1.1904761904761905,4
1.196808510638298,1
1.2048192771084338,1
1.2121212121212122,1
1.2195121951219512,5
1.2254901960784315,1
1.2345679012345678,3
1.2468827930174564,1
1.25,1
1.2552301255230125,1
1.261467889908257,1
1.2658227848101267,5
1.2738853503184715,1
1.282051282051282,6
1.2875536480686696,1
1.2987012987012987,1
1.3077593722755012,1
1.3157894736842104,5
1.3245033112582782,3
1.3259668508287292,1
1.3333333333333335,4
1.342281879194631,2
1.3513513513513513,2
1.3605442176870748,2
1.36986301369863,3
1.3850415512465373,1
1.3888888888888888,7
1.3953488372093024,2
1.3986013986013985,2
1.4035087719298245,1
1.4084507042253522,4
1.411764705882353,1
1.4134275618374559,1
1.4150943396226416,2
1.4285714285714286,6
1.4388489208633095,2
1.4450867052023122,1
1.4492753623188406,5
1.4598540145985401,2
1.4634146341463417,1
1.4705882352941175,5
1.477832512315271,1
1.4792899408284024,1
1.4814814814814816,2
1.4925373134328357,12
1.5037593984962405,1
1.507537688442211,1
1.511879049676026,1
1.5151515151515151,3
1.5267175572519083,2
1.530612244897959,1
1.5384615384615385,6
1.5463917525773196,1
1.5527950310559007,1
1.5544041450777202,1
1.5625,6
1.574803149606299,2
1.5873015873015872,6
1.6042780748663104,2
1.6129032258064515,8
1.6216216216216217,2
1.6260162601626018,3
1.6339869281045754,1
1.639344262295082,8
1.6436554898093358,1
1.6574585635359116,1
1.6611295681063125,1
1.6666666666666667,8
1.6706443914081146,1
1.6713091922005572,1
1.6908212560386473,1
1.694915254237288,7
1.69971671388102,1
1.7094017094017095,2
1.7114914425427872,1
1.7142857142857144,1
1.7241379310344827,2
1.7301038062283738,1
1.7307692307692308,1
1.7341040462427744,1
1.7361111111111112,1
1.7467248908296942,1
1.7543859649122806,4
1.76678445229682,1
1.7699115044247788,1
1.7777777777777777,1
1.7857142857142856,5
1.7937219730941705,1
1.7964071856287425,1
1.8018018018018018,2
1.8108651911468814,1
1.8181818181818181,9
1.8292682926829267,1
1.8518518518518516,10
1.855287569573284,1
1.859504132231405,1
1.8867924528301887,6
1.8957345971563981,1
1.9047619047619049,1
1.910828025477707,1
1.912568306010929,1
1.9230769230769231,10
1.935483870967742,4
1.937984496124031,1
1.9417475728155338,2
1.9607843137254901,12
1.9704433497536946,1
1.9736842105263157,1
1.9801980198019802,1
1.9867549668874174,1
2.0,11
2.0080321285140563,1
2.0100502512562812,2
2.013422818791946,1
2.0202020202020203,3
2.023121387283237,1
2.0238095238095237,1
2.027027027027027,2
2.0408163265306123,8
2.0527859237536656,1
2.0533880903490758,1
2.0710059171597637,1
2.0746887966804977,1
2.083333333333333,14
2.0905923344947737,1
2.097902097902098,1
2.1052631578947367,3
2.10896309314587,1
2.1164021164021163,1
2.127659574468085,8
2.1367521367521367,1
2.142857142857143,1
2.1439509954058193,1
2.1505376344086025,2
2.15311004784689,1
2.1739130434782608,8
2.1834061135371177,1
2.197802197802198,2
2.2058823529411766,1
2.2222222222222223,13
2.2346368715083798,1
2.2388059701492535,2
2.247191011235955,1
2.25140712945591,1
2.2556390977443606,1
2.2598870056497176,1
2.272727272727273,8
2.2900763358778624,1
2.2988505747126435,2
2.307692307692308,1
2.3166023166023164,1
2.3255813953488373,7
2.3346303501945527,1
2.336448598130841,1
2.3391812865497075,2
2.34375,2
2.3529411764705883,3
2.3622047244094486,1
2.366863905325444,1
2.374806401652039,1
2.380952380952381,17
2.4,3
2.4096385542168677,2
2.4193548387096775,1
2.430555555555556,1
2.4390243902439024,14
2.450980392156863,1
2.459016393442623,1
2.4615384615384617,1
2.465331278890601,1
2.4663677130044843,1
2.4691358024691357,2
2.479338842975207,1
2.5,9
2.507836990595611,1
2.515723270440252,1
2.5316455696202533,8
2.5423728813559325,2
2.5510204081632653,1
2.564102564102564,11
2.5806451612903225,1
2.586206896551724,2
2.5974025974025974,1
2.608695652173913,3
2.631578947368421,17
2.666666666666667,2
2.6755852842809364,1
2.6785714285714284,2
2.7027027027027026,21
2.733485193621868,1
2.734375,1
2.73972602739726,2
2.7455121436114043,1
2.7472527472527473,2
2.7522935779816518,1
2.7586206896551726,2
2.7777777777777777,23
2.797202797202797,1
2.803738317757009,2
2.8169014084507045,1
2.8368794326241136,1
2.8469750889679712,1
2.857142857142857,16
2.8688524590163933,1
2.8795811518324608,1
2.8925619834710745,1
2.898550724637681,6
2.901023890784983,1
2.9069767441860463,1
2.912621359223301,2
2.93040293040293,1
2.9308323563892147,1
2.941176470588235,21
2.952029520295203,1
2.955665024630542,1
2.9702970297029703,2
2.9850746268656714,6
3.0,3
3.0120481927710845,1
3.0303030303030303,29
3.0456852791878175,1
3.050847457627119,1
3.067484662576687,1
3.068592057761733,1
3.076923076923077,4
3.0821917808219177,1
3.0927835051546393,2
3.10077519379845,1
3.1088082901554404,1
3.111111111111111,1
3.11284046692607,1
3.125,17
3.1446540880503147,1
3.1578947368421053,3
3.1620553359683794,1
3.165735567970205,1
3.1746031746031744,1
3.180212014134275,1
3.1818181818181817,1
3.1847133757961785,2
3.1914893617021276,2
3.225806451612903,25
3.2467532467532463,1
3.255813953488372,1
3.260869565217391,1
3.2679738562091507,3
3.278688524590164,7
3.296703296703297,2
3.3057851239669422,1
3.319502074688797,1
